id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,kepemilikan,jumlah_faskes,satuan,tahun
573,32,JAWA BARAT,3201,KABUPATEN BOGOR,SWASTA,19,UNIT,2022
574,32,JAWA BARAT,3201,KABUPATEN BOGOR,ORGANISASI KEMASYARAKATAN,1,UNIT,2022
575,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KEMENKES,0,UNIT,2022
576,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,PEM.PROV,1,UNIT,2022
577,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,PEM.KAB/KOTA,3,UNIT,2022
578,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,TNI/POLRI,0,UNIT,2022
579,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,BUMN,0,UNIT,2022
580,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,SWASTA,5,UNIT,2022
581,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,ORGANISASI KEMASYARAKATAN,0,UNIT,2022
582,32,JAWA BARAT,3203,KABUPATEN CIANJUR,KEMENKES,0,UNIT,2022
583,32,JAWA BARAT,3203,KABUPATEN CIANJUR,PEM.PROV,0,UNIT,2022
584,32,JAWA BARAT,3203,KABUPATEN CIANJUR,PEM.KAB/KOTA,3,UNIT,2022
585,32,JAWA BARAT,3203,KABUPATEN CIANJUR,TNI/POLRI,1,UNIT,2022
586,32,JAWA BARAT,3203,KABUPATEN CIANJUR,BUMN,0,UNIT,2022
587,32,JAWA BARAT,3203,KABUPATEN CIANJUR,SWASTA,1,UNIT,2022
588,32,JAWA BARAT,3203,KABUPATEN CIANJUR,ORGANISASI KEMASYARAKATAN,0,UNIT,2022
589,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KEMENKES,0,UNIT,2022
590,32,JAWA BARAT,3204,KABUPATEN BANDUNG,PEM.PROV,2,UNIT,2022
591,32,JAWA BARAT,3204,KABUPATEN BANDUNG,PEM.KAB/KOTA,3,UNIT,2022
592,32,JAWA BARAT,3204,KABUPATEN BANDUNG,TNI/POLRI,1,UNIT,2022
593,32,JAWA BARAT,3204,KABUPATEN BANDUNG,BUMN,0,UNIT,2022
594,32,JAWA BARAT,3204,KABUPATEN BANDUNG,SWASTA,5,UNIT,2022
595,32,JAWA BARAT,3204,KABUPATEN BANDUNG,ORGANISASI KEMASYARAKATAN,0,UNIT,2022
596,32,JAWA BARAT,3205,KABUPATEN GARUT,KEMENKES,0,UNIT,2022
597,32,JAWA BARAT,3205,KABUPATEN GARUT,PEM.PROV,1,UNIT,2022
598,32,JAWA BARAT,3205,KABUPATEN GARUT,PEM.KAB/KOTA,1,UNIT,2022
599,32,JAWA BARAT,3205,KABUPATEN GARUT,TNI/POLRI,1,UNIT,2022
600,32,JAWA BARAT,3205,KABUPATEN GARUT,BUMN,0,UNIT,2022
601,32,JAWA BARAT,3205,KABUPATEN GARUT,SWASTA,4,UNIT,2022
602,32,JAWA BARAT,3205,KABUPATEN GARUT,ORGANISASI KEMASYARAKATAN,0,UNIT,2022
603,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,KEMENKES,0,UNIT,2022
604,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,PEM.PROV,0,UNIT,2022
605,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,PEM.KAB/KOTA,1,UNIT,2022
606,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,TNI/POLRI,0,UNIT,2022
607,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,BUMN,0,UNIT,2022
608,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,SWASTA,0,UNIT,2022
609,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,ORGANISASI KEMASYARAKATAN,0,UNIT,2022
610,32,JAWA BARAT,3207,KABUPATEN CIAMIS,KEMENKES,0,UNIT,2022
611,32,JAWA BARAT,3207,KABUPATEN CIAMIS,PEM.PROV,0,UNIT,2022
612,32,JAWA BARAT,3207,KABUPATEN CIAMIS,PEM.KAB/KOTA,2,UNIT,2022
613,32,JAWA BARAT,3207,KABUPATEN CIAMIS,TNI/POLRI,0,UNIT,2022
614,32,JAWA BARAT,3207,KABUPATEN CIAMIS,BUMN,0,UNIT,2022
615,32,JAWA BARAT,3207,KABUPATEN CIAMIS,SWASTA,3,UNIT,2022
616,32,JAWA BARAT,3207,KABUPATEN CIAMIS,ORGANISASI KEMASYARAKATAN,0,UNIT,2022
617,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,KEMENKES,0,UNIT,2022
618,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,PEM.PROV,0,UNIT,2022
619,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,PEM.KAB/KOTA,2,UNIT,2022
620,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,TNI/POLRI,0,UNIT,2022
621,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,BUMN,0,UNIT,2022
622,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,SWASTA,2,UNIT,2022
623,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,ORGANISASI KEMASYARAKATAN,7,UNIT,2022
624,32,JAWA BARAT,3209,KABUPATEN CIREBON,KEMENKES,0,UNIT,2022
625,32,JAWA BARAT,3209,KABUPATEN CIREBON,PEM.PROV,0,UNIT,2022
626,32,JAWA BARAT,3209,KABUPATEN CIREBON,PEM.KAB/KOTA,2,UNIT,2022
627,32,JAWA BARAT,3209,KABUPATEN CIREBON,TNI/POLRI,0,UNIT,2022
628,32,JAWA BARAT,3209,KABUPATEN CIREBON,BUMN,0,UNIT,2022
629,32,JAWA BARAT,3209,KABUPATEN CIREBON,SWASTA,8,UNIT,2022
630,32,JAWA BARAT,3209,KABUPATEN CIREBON,ORGANISASI KEMASYARAKATAN,0,UNIT,2022
631,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,KEMENKES,0,UNIT,2022
632,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,PEM.PROV,0,UNIT,2022
633,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,PEM.KAB/KOTA,2,UNIT,2022
634,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,TNI/POLRI,0,UNIT,2022
635,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,BUMN,0,UNIT,2022
636,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,SWASTA,1,UNIT,2022
637,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,ORGANISASI KEMASYARAKATAN,0,UNIT,2022
638,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,KEMENKES,0,UNIT,2022
639,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,PEM.PROV,0,UNIT,2022
640,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,PEM.KAB/KOTA,1,UNIT,2022
641,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,TNI/POLRI,0,UNIT,2022
642,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,BUMN,0,UNIT,2022
643,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,SWASTA,2,UNIT,2022
644,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,ORGANISASI KEMASYARAKATAN,0,UNIT,2022
645,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KEMENKES,0,UNIT,2022
646,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,PEM.PROV,0,UNIT,2022
647,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,PEM.KAB/KOTA,3,UNIT,2022
648,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,TNI/POLRI,1,UNIT,2022
649,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,BUMN,1,UNIT,2022
650,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,SWASTA,5,UNIT,2022
651,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,ORGANISASI KEMASYARAKATAN,1,UNIT,2022
652,32,JAWA BARAT,3213,KABUPATEN SUBANG,KEMENKES,0,UNIT,2022
653,32,JAWA BARAT,3213,KABUPATEN SUBANG,PEM.PROV,0,UNIT,2022
654,32,JAWA BARAT,3213,KABUPATEN SUBANG,PEM.KAB/KOTA,1,UNIT,2022
655,32,JAWA BARAT,3213,KABUPATEN SUBANG,TNI/POLRI,1,UNIT,2022
656,32,JAWA BARAT,3213,KABUPATEN SUBANG,BUMN,1,UNIT,2022
657,32,JAWA BARAT,3213,KABUPATEN SUBANG,SWASTA,6,UNIT,2022
658,32,JAWA BARAT,3213,KABUPATEN SUBANG,ORGANISASI KEMASYARAKATAN,0,UNIT,2022
659,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KEMENKES,0,UNIT,2022
660,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,PEM.PROV,0,UNIT,2022
661,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,PEM.KAB/KOTA,1,UNIT,2022
662,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,TNI/POLRI,0,UNIT,2022
663,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,BUMN,0,UNIT,2022
664,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,SWASTA,8,UNIT,2022
665,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,ORGANISASI KEMASYARAKATAN,0,UNIT,2022
666,32,JAWA BARAT,3215,KABUPATEN KARAWANG,KEMENKES,0,UNIT,2022
667,32,JAWA BARAT,3215,KABUPATEN KARAWANG,PEM.PROV,0,UNIT,2022
668,32,JAWA BARAT,3215,KABUPATEN KARAWANG,PEM.KAB/KOTA,1,UNIT,2022
669,32,JAWA BARAT,3215,KABUPATEN KARAWANG,TNI/POLRI,0,UNIT,2022
670,32,JAWA BARAT,3215,KABUPATEN KARAWANG,BUMN,0,UNIT,2022
671,32,JAWA BARAT,3215,KABUPATEN KARAWANG,SWASTA,19,UNIT,2022
672,32,JAWA BARAT,3215,KABUPATEN KARAWANG,ORGANISASI KEMASYARAKATAN,2,UNIT,2022
673,32,JAWA BARAT,3216,KABUPATEN BEKASI,KEMENKES,0,UNIT,2022
674,32,JAWA BARAT,3216,KABUPATEN BEKASI,PEM.PROV,0,UNIT,2022
675,32,JAWA BARAT,3216,KABUPATEN BEKASI,PEM.KAB/KOTA,2,UNIT,2022
676,32,JAWA BARAT,3216,KABUPATEN BEKASI,TNI/POLRI,0,UNIT,2022
677,32,JAWA BARAT,3216,KABUPATEN BEKASI,BUMN,0,UNIT,2022
678,32,JAWA BARAT,3216,KABUPATEN BEKASI,SWASTA,43,UNIT,2022
679,32,JAWA BARAT,3216,KABUPATEN BEKASI,ORGANISASI KEMASYARAKATAN,4,UNIT,2022
680,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KEMENKES,0,UNIT,2022
681,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,PEM.PROV,0,UNIT,2022
682,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,PEM.KAB/KOTA,3,UNIT,2022
683,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,TNI/POLRI,0,UNIT,2022
684,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,BUMN,0,UNIT,2022
685,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,SWASTA,3,UNIT,2022
686,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,ORGANISASI KEMASYARAKATAN,0,UNIT,2022
687,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KEMENKES,0,UNIT,2022
688,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,PEM.PROV,0,UNIT,2022
689,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,PEM.KAB/KOTA,1,UNIT,2022
690,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,TNI/POLRI,0,UNIT,2022
691,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,BUMN,0,UNIT,2022
692,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,SWASTA,0,UNIT,2022
693,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,ORGANISASI KEMASYARAKATAN,0,UNIT,2022
694,32,JAWA BARAT,3271,KOTA BOGOR,KEMENKES,0,UNIT,2022
695,32,JAWA BARAT,3271,KOTA BOGOR,PEM.PROV,0,UNIT,2022
696,32,JAWA BARAT,3271,KOTA BOGOR,PEM.KAB/KOTA,1,UNIT,2022
697,32,JAWA BARAT,3271,KOTA BOGOR,TNI/POLRI,2,UNIT,2022
698,32,JAWA BARAT,3271,KOTA BOGOR,BUMN,0,UNIT,2022
699,32,JAWA BARAT,3271,KOTA BOGOR,SWASTA,14,UNIT,2022
700,32,JAWA BARAT,3271,KOTA BOGOR,ORGANISASI KEMASYARAKATAN,0,UNIT,2022
701,32,JAWA BARAT,3272,KOTA SUKABUMI,KEMENKES,0,UNIT,2022
702,32,JAWA BARAT,3272,KOTA SUKABUMI,PEM.PROV,0,UNIT,2022
703,32,JAWA BARAT,3272,KOTA SUKABUMI,PEM.KAB/KOTA,2,UNIT,2022
704,32,JAWA BARAT,3272,KOTA SUKABUMI,TNI/POLRI,1,UNIT,2022
705,32,JAWA BARAT,3272,KOTA SUKABUMI,BUMN,0,UNIT,2022
706,32,JAWA BARAT,3272,KOTA SUKABUMI,SWASTA,3,UNIT,2022
707,32,JAWA BARAT,3272,KOTA SUKABUMI,ORGANISASI KEMASYARAKATAN,0,UNIT,2022
708,32,JAWA BARAT,3273,KOTA BANDUNG,KEMENKES,1,UNIT,2022
709,32,JAWA BARAT,3273,KOTA BANDUNG,PEM.PROV,0,UNIT,2022
710,32,JAWA BARAT,3273,KOTA BANDUNG,PEM.KAB/KOTA,2,UNIT,2022
711,32,JAWA BARAT,3273,KOTA BANDUNG,TNI/POLRI,3,UNIT,2022
712,32,JAWA BARAT,3273,KOTA BANDUNG,BUMN,0,UNIT,2022
713,32,JAWA BARAT,3273,KOTA BANDUNG,SWASTA,18,UNIT,2022
714,32,JAWA BARAT,3273,KOTA BANDUNG,ORGANISASI KEMASYARAKATAN,0,UNIT,2022
715,32,JAWA BARAT,3274,KOTA CIREBON,KEMENKES,0,UNIT,2022
716,32,JAWA BARAT,3274,KOTA CIREBON,PEM.PROV,0,UNIT,2022
717,32,JAWA BARAT,3274,KOTA CIREBON,PEM.KAB/KOTA,1,UNIT,2022
718,32,JAWA BARAT,3274,KOTA CIREBON,TNI/POLRI,1,UNIT,2022
719,32,JAWA BARAT,3274,KOTA CIREBON,BUMN,1,UNIT,2022
720,32,JAWA BARAT,3274,KOTA CIREBON,SWASTA,3,UNIT,2022
721,32,JAWA BARAT,3274,KOTA CIREBON,ORGANISASI KEMASYARAKATAN,4,UNIT,2022
722,32,JAWA BARAT,3275,KOTA BEKASI,KEMENKES,0,UNIT,2022
723,32,JAWA BARAT,3275,KOTA BEKASI,PEM.PROV,0,UNIT,2022
724,32,JAWA BARAT,3275,KOTA BEKASI,PEM.KAB/KOTA,5,UNIT,2022
725,32,JAWA BARAT,3275,KOTA BEKASI,TNI/POLRI,0,UNIT,2022
726,32,JAWA BARAT,3275,KOTA BEKASI,BUMN,0,UNIT,2022
727,32,JAWA BARAT,3275,KOTA BEKASI,SWASTA,32,UNIT,2022
728,32,JAWA BARAT,3275,KOTA BEKASI,ORGANISASI KEMASYARAKATAN,6,UNIT,2022
729,32,JAWA BARAT,3276,KOTA DEPOK,KEMENKES,1,UNIT,2022
730,32,JAWA BARAT,3276,KOTA DEPOK,PEM.PROV,0,UNIT,2022
731,32,JAWA BARAT,3276,KOTA DEPOK,PEM.KAB/KOTA,2,UNIT,2022
732,32,JAWA BARAT,3276,KOTA DEPOK,TNI/POLRI,1,UNIT,2022
733,32,JAWA BARAT,3276,KOTA DEPOK,BUMN,0,UNIT,2022
734,32,JAWA BARAT,3276,KOTA DEPOK,SWASTA,14,UNIT,2022
735,32,JAWA BARAT,3276,KOTA DEPOK,ORGANISASI KEMASYARAKATAN,4,UNIT,2022
736,32,JAWA BARAT,3277,KOTA CIMAHI,KEMENKES,0,UNIT,2022
737,32,JAWA BARAT,3277,KOTA CIMAHI,PEM.PROV,0,UNIT,2022
738,32,JAWA BARAT,3277,KOTA CIMAHI,PEM.KAB/KOTA,1,UNIT,2022
739,32,JAWA BARAT,3277,KOTA CIMAHI,TNI/POLRI,1,UNIT,2022
740,32,JAWA BARAT,3277,KOTA CIMAHI,BUMN,0,UNIT,2022
741,32,JAWA BARAT,3277,KOTA CIMAHI,SWASTA,3,UNIT,2022
742,32,JAWA BARAT,3277,KOTA CIMAHI,ORGANISASI KEMASYARAKATAN,2,UNIT,2022
743,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KEMENKES,0,UNIT,2022
744,32,JAWA BARAT,3278,KOTA TASIKMALAYA,PEM.PROV,0,UNIT,2022
745,32,JAWA BARAT,3278,KOTA TASIKMALAYA,PEM.KAB/KOTA,1,UNIT,2022
746,32,JAWA BARAT,3278,KOTA TASIKMALAYA,TNI/POLRI,0,UNIT,2022
747,32,JAWA BARAT,3278,KOTA TASIKMALAYA,BUMN,0,UNIT,2022
748,32,JAWA BARAT,3278,KOTA TASIKMALAYA,SWASTA,6,UNIT,2022
749,32,JAWA BARAT,3278,KOTA TASIKMALAYA,ORGANISASI KEMASYARAKATAN,1,UNIT,2022
750,32,JAWA BARAT,3279,KOTA BANJAR,KEMENKES,0,UNIT,2022
751,32,JAWA BARAT,3279,KOTA BANJAR,PEM.PROV,0,UNIT,2022
752,32,JAWA BARAT,3279,KOTA BANJAR,PEM.KAB/KOTA,2,UNIT,2022
753,32,JAWA BARAT,3279,KOTA BANJAR,TNI/POLRI,0,UNIT,2022
754,32,JAWA BARAT,3279,KOTA BANJAR,BUMN,0,UNIT,2022
755,32,JAWA BARAT,3279,KOTA BANJAR,SWASTA,2,UNIT,2022
756,32,JAWA BARAT,3279,KOTA BANJAR,ORGANISASI KEMASYARAKATAN,0,UNIT,2022
757,32,JAWA BARAT,3201,KABUPATEN BOGOR,KEMENKES,0,UNIT,2023
758,32,JAWA BARAT,3201,KABUPATEN BOGOR,PEM.PROV,0,UNIT,2023
759,32,JAWA BARAT,3201,KABUPATEN BOGOR,PEM.KAB/KOTA,4,UNIT,2023
760,32,JAWA BARAT,3201,KABUPATEN BOGOR,TNI/POLRI,1,UNIT,2023
761,32,JAWA BARAT,3201,KABUPATEN BOGOR,BUMN,0,UNIT,2023
762,32,JAWA BARAT,3201,KABUPATEN BOGOR,SWASTA,21,UNIT,2023
763,32,JAWA BARAT,3201,KABUPATEN BOGOR,ORGANISASI KEMASYARAKATAN,1,UNIT,2023
764,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KEMENKES,0,UNIT,2023
765,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,PEM.PROV,1,UNIT,2023
766,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,PEM.KAB/KOTA,3,UNIT,2023
767,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,TNI/POLRI,0,UNIT,2023
768,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,BUMN,0,UNIT,2023
769,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,SWASTA,5,UNIT,2023
770,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,ORGANISASI KEMASYARAKATAN,0,UNIT,2023
771,32,JAWA BARAT,3203,KABUPATEN CIANJUR,KEMENKES,0,UNIT,2023
772,32,JAWA BARAT,3203,KABUPATEN CIANJUR,PEM.PROV,0,UNIT,2023
773,32,JAWA BARAT,3203,KABUPATEN CIANJUR,PEM.KAB/KOTA,3,UNIT,2023
774,32,JAWA BARAT,3203,KABUPATEN CIANJUR,TNI/POLRI,1,UNIT,2023
775,32,JAWA BARAT,3203,KABUPATEN CIANJUR,BUMN,0,UNIT,2023
776,32,JAWA BARAT,3203,KABUPATEN CIANJUR,SWASTA,1,UNIT,2023
777,32,JAWA BARAT,3203,KABUPATEN CIANJUR,ORGANISASI KEMASYARAKATAN,0,UNIT,2023
778,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KEMENKES,0,UNIT,2023
779,32,JAWA BARAT,3204,KABUPATEN BANDUNG,PEM.PROV,2,UNIT,2023
780,32,JAWA BARAT,3204,KABUPATEN BANDUNG,PEM.KAB/KOTA,3,UNIT,2023
781,32,JAWA BARAT,3204,KABUPATEN BANDUNG,TNI/POLRI,1,UNIT,2023
782,32,JAWA BARAT,3204,KABUPATEN BANDUNG,BUMN,0,UNIT,2023
783,32,JAWA BARAT,3204,KABUPATEN BANDUNG,SWASTA,5,UNIT,2023
784,32,JAWA BARAT,3204,KABUPATEN BANDUNG,ORGANISASI KEMASYARAKATAN,0,UNIT,2023
785,32,JAWA BARAT,3205,KABUPATEN GARUT,KEMENKES,0,UNIT,2023
786,32,JAWA BARAT,3205,KABUPATEN GARUT,PEM.PROV,1,UNIT,2023
787,32,JAWA BARAT,3205,KABUPATEN GARUT,PEM.KAB/KOTA,1,UNIT,2023
788,32,JAWA BARAT,3205,KABUPATEN GARUT,TNI/POLRI,1,UNIT,2023
789,32,JAWA BARAT,3205,KABUPATEN GARUT,BUMN,0,UNIT,2023
790,32,JAWA BARAT,3205,KABUPATEN GARUT,SWASTA,4,UNIT,2023
791,32,JAWA BARAT,3205,KABUPATEN GARUT,ORGANISASI KEMASYARAKATAN,1,UNIT,2023
792,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,KEMENKES,0,UNIT,2023
793,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,PEM.PROV,0,UNIT,2023
794,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,PEM.KAB/KOTA,1,UNIT,2023
795,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,TNI/POLRI,0,UNIT,2023
796,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,BUMN,0,UNIT,2023
797,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,SWASTA,0,UNIT,2023
798,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,ORGANISASI KEMASYARAKATAN,0,UNIT,2023
799,32,JAWA BARAT,3207,KABUPATEN CIAMIS,KEMENKES,0,UNIT,2023
800,32,JAWA BARAT,3207,KABUPATEN CIAMIS,PEM.PROV,0,UNIT,2023
801,32,JAWA BARAT,3207,KABUPATEN CIAMIS,PEM.KAB/KOTA,2,UNIT,2023
802,32,JAWA BARAT,3207,KABUPATEN CIAMIS,TNI/POLRI,0,UNIT,2023
803,32,JAWA BARAT,3207,KABUPATEN CIAMIS,BUMN,0,UNIT,2023
804,32,JAWA BARAT,3207,KABUPATEN CIAMIS,SWASTA,1,UNIT,2023
805,32,JAWA BARAT,3207,KABUPATEN CIAMIS,ORGANISASI KEMASYARAKATAN,2,UNIT,2023
806,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,KEMENKES,0,UNIT,2023
807,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,PEM.PROV,0,UNIT,2023
808,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,PEM.KAB/KOTA,2,UNIT,2023
809,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,TNI/POLRI,0,UNIT,2023
810,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,BUMN,0,UNIT,2023
811,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,SWASTA,7,UNIT,2023
812,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,ORGANISASI KEMASYARAKATAN,2,UNIT,2023
813,32,JAWA BARAT,3209,KABUPATEN CIREBON,KEMENKES,0,UNIT,2023
814,32,JAWA BARAT,3209,KABUPATEN CIREBON,PEM.PROV,0,UNIT,2023
815,32,JAWA BARAT,3209,KABUPATEN CIREBON,PEM.KAB/KOTA,2,UNIT,2023
816,32,JAWA BARAT,3209,KABUPATEN CIREBON,TNI/POLRI,0,UNIT,2023
817,32,JAWA BARAT,3209,KABUPATEN CIREBON,BUMN,0,UNIT,2023
818,32,JAWA BARAT,3209,KABUPATEN CIREBON,SWASTA,7,UNIT,2023
819,32,JAWA BARAT,3209,KABUPATEN CIREBON,ORGANISASI KEMASYARAKATAN,1,UNIT,2023
820,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,KEMENKES,0,UNIT,2023
821,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,PEM.PROV,0,UNIT,2023
822,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,PEM.KAB/KOTA,3,UNIT,2023
823,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,TNI/POLRI,0,UNIT,2023
824,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,BUMN,0,UNIT,2023
825,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,SWASTA,2,UNIT,2023
826,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,ORGANISASI KEMASYARAKATAN,0,UNIT,2023
827,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,KEMENKES,0,UNIT,2023
828,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,PEM.PROV,0,UNIT,2023
829,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,PEM.KAB/KOTA,1,UNIT,2023
830,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,TNI/POLRI,0,UNIT,2023
831,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,BUMN,0,UNIT,2023
832,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,SWASTA,2,UNIT,2023
833,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,ORGANISASI KEMASYARAKATAN,0,UNIT,2023
834,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KEMENKES,0,UNIT,2023
835,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,PEM.PROV,0,UNIT,2023
836,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,PEM.KAB/KOTA,3,UNIT,2023
837,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,TNI/POLRI,1,UNIT,2023
838,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,BUMN,1,UNIT,2023
839,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,SWASTA,5,UNIT,2023
840,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,ORGANISASI KEMASYARAKATAN,1,UNIT,2023
841,32,JAWA BARAT,3213,KABUPATEN SUBANG,KEMENKES,0,UNIT,2023
842,32,JAWA BARAT,3213,KABUPATEN SUBANG,PEM.PROV,0,UNIT,2023
843,32,JAWA BARAT,3213,KABUPATEN SUBANG,PEM.KAB/KOTA,1,UNIT,2023
844,32,JAWA BARAT,3213,KABUPATEN SUBANG,TNI/POLRI,1,UNIT,2023
845,32,JAWA BARAT,3213,KABUPATEN SUBANG,BUMN,1,UNIT,2023
846,32,JAWA BARAT,3213,KABUPATEN SUBANG,SWASTA,7,UNIT,2023
847,32,JAWA BARAT,3213,KABUPATEN SUBANG,ORGANISASI KEMASYARAKATAN,0,UNIT,2023
848,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KEMENKES,0,UNIT,2023
849,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,PEM.PROV,0,UNIT,2023
850,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,PEM.KAB/KOTA,1,UNIT,2023
851,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,TNI/POLRI,0,UNIT,2023
852,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,BUMN,0,UNIT,2023
853,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,SWASTA,8,UNIT,2023
854,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,ORGANISASI KEMASYARAKATAN,0,UNIT,2023
